																
Item #	Pic File	Name	Value	Equip Stat	Skill Group	Mod1	Mod2	material	ID/Rep/St	Not identified name	Sprite Index	VarA	VarB	Equip X	Equip Y	Notes
1750	wand3	Cruel Wand of Blades	2000	WeaponW	Misc	S39	30	3	9	Wand	336	0	0	5	113	"Made from the hollowed out horn of a unicorn and spitted on a piece of polished wood, wands like these are born of cruelty and evil.  The enchantment it holds is useful;  the only real question is whether you believe your cause justifies the use of an item so wickedly created.  To use this wand, you must equip it as though you were equipping a weapon."
1751	wand3	Cruel Wand of Berzerking	2000	WeaponW	Misc	S62	30	3	9	Wand	336	0	0	5	113	"Made from the hollowed out horn of a unicorn and spitted on a piece of polished wood, wands like these are born of cruelty and evil.  The enchantment it holds is useful;  the only real question is whether you believe your cause justifies the use of an item so wickedly created.  To use this wand, you must equip it as though you were equipping a weapon."
1752	wand4	Arcane Wand of Blasting	2500	WeaponW	Misc	S32	25	3	11	Wand	336	0	0	11	94	"Made of a reddish metal, the egg of a cockatrice fixed to the business end caps a wand containing a mighty enchantment.  To use this wand, you must equip it as though you were equipping a weapon."
1753	wand4	Arcane Wand of the Fist	2500	WeaponW	Misc	S76	25	3	11	Wand	336	0	0	11	94	"Made of a reddish metal, the egg of a cockatrice fixed to the business end caps a wand containing a mighty enchantment.  To use this wand, you must equip it as though you were equipping a weapon."
1754	wand4	Arcane Wand of Rocks	2500	WeaponW	Misc	S41	25	3	11	Wand	336	0	0	11	94	"Made of a reddish metal, the egg of a cockatrice fixed to the business end caps a wand containing a mighty enchantment.  To use this wand, you must equip it as though you were equipping a weapon."
1755	wand4	Arcane Wand of Paralyzing	2500	WeaponW	Misc	S81	25	3	11	Wand	336	0	0	11	94	"Made of a reddish metal, the egg of a cockatrice fixed to the business end caps a wand containing a mighty enchantment.  To use this wand, you must equip it as though you were equipping a weapon."
1756	wand4	Arcane Wand of Clouds	2500	WeaponW	Misc	S90	25	3	11	Wand	336	0	0	11	94	"Made of a reddish metal, the egg of a cockatrice fixed to the business end caps a wand containing a mighty enchantment.  To use this wand, you must equip it as though you were equipping a weapon."
1757	wand5	Dragon Wand of Implosion	3000	WeaponW	Misc	S20	15	3	13	Wand	336	0	0	22	112	"Formed of the clawed forepaw of a baby dragon, wands like this one can hold the strongest of spells.  To use this wand, you must equip it as though you were equipping a weapon."
1758	wand5	Dragon Wand of Distortion	3000	WeaponW	Misc	S44	15	3	13	Wand	336	0	0	22	112	"Formed of the clawed forepaw of a baby dragon, wands like this one can hold the strongest of spells.  To use this wand, you must equip it as though you were equipping a weapon."
1759	wand5	Dragon Wand of Shrapmetal	3000	WeaponW	Misc	S93	15	3	13	Wand	336	0	0	22	112	"Formed of the clawed forepaw of a baby dragon, wands like this one can hold the strongest of spells.  To use this wand, you must equip it as though you were equipping a weapon."
1760	wand5	Dragon Wand of Shrinking	3000	WeaponW	Misc	S92	15	3	13	Wand	336	0	0	22	112	"Formed of the clawed forepaw of a baby dragon, wands like this one can hold the strongest of spells.  To use this wand, you must equip it as though you were equipping a weapon."
1761	wand5	Dragon Wand of Incineration	3000	WeaponW	Misc	S11	15	3	13	Wand	336	0	0	22	112	"Formed of the clawed forepaw of a baby dragon, wands like this one can hold the strongest of spells.  To use this wand, you must equip it as though you were equipping a weapon."
1762	herb01	Poppysnaps	2	Herb	Misc	1	0	1	0	Herb	407	0	0	0	0	"A magical herb of unusual properties.  Popppysnaps can be used to make potions.  (To use, pick the herb up and right-click over an empty potion bottle.)"
1763	herb02	Phirna Root	3	Herb	Misc	1	0	1	0	Herb	406	0	0	0	0	"A magical herb of unusual properties.  Phirna Root can be used to make potions.  (To use, pick the herb up and right-click over an empty potion bottle.)"
1764	herb03	Widoweeps Berries	4	Herb	Misc	1	0	1	0	Herb	405	0	0	0	0	"A magical herb of unusual properties.  Widoweeps Berries can be used to make potions.  (To use, pick the herb up and right-click over an empty potion bottle.)"
1765	bottle30	Potion Bottle	5	Bottle	Misc	0	0	1	0	Potion Bottle	346	0	0	0	0	An empty potion bottle.
1766	bottle26	Cure Wounds	10	Bottle	Misc	P1	1	1	0	Red Potion	342	0	0	0	0	"Restores 10 hit points.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion."
1767	bottle23	Magic Potion	10	Bottle	Misc	P2	1	1	0	Blue Potion	339	0	0	0	0	"Restores 10 spell points.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion."
1768	bottle28	Energy	10	Bottle	Misc	P3	1	1	0	Yellow Potion	344	0	0	0	0	"Adds 10 to primary statistics temporarily.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion."
1769	bottle25	Protection	25	Bottle	Misc	P4	1	1	0	Orange Potion	341	0	0	0	0	"Adds 10 to armor class temporarily.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion."
1770	bottle24	Resistance	25	Bottle	Misc	P5	1	1	0	Green Potion	340	0	0	0	0	"Adds 10 to resistances temporarily.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion."
1771	bottle29	Cure Poison	25	Bottle	Misc	P6	1	1	0	Purple Potion	345	0	0	0	0	"Cures Poison.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion."
1772	bottle27	Supreme Protection	50	Bottle	Misc	P7	1	1	0	White Potion	343	0	0	0	0	"Adds 20 to armor class temporarily.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion."
1773	bottle27	Restoration	50	Bottle	Misc	P8	1	1	0	White Potion	343	0	0	0	0	"Cures all conditions except dead or stoned.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion."
1774	bottle27	Extreme Energy	50	Bottle	Misc	P9	1	1	0	White Potion	343	0	0	0	0	"Adds 20 to primary statistics temporarily.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion."
1775	bottle27	Super Resistance	50	Bottle	Misc	P10	1	1	0	White Potion	343	0	0	0	0	"Adds 20 to resistances temporarily.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion."
1776	bottle27	Heroism	50	Bottle	Misc	P11	1	1	0	White Potion	343	0	0	0	0	"Grants Heroism (as the spell) for 6 hours.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion."
1777	bottle27	Haste	50	Bottle	Misc	P12	1	1	0	White Potion	343	0	0	0	0	"Grants Haste (as the spell) for 6 hours.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion."
1778	bottle27	Stone Skin	50	Bottle	Misc	P13	1	1	0	White Potion	343	0	0	0	0	"Grants Stone Skin (as the spell) for 6 hours.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion."
1779	bottle27	Bless	50	Bottle	Misc	P14	1	1	0	White Potion	343	0	0	0	0	"Grants Bless (as the spell) for 6 hours.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion."
1780	bottle22	Divine Power	100	Bottle	Misc	P15	1	1	0	Black Potion	338	0	0	0	0	"Adds 20 to level temporarily and adds 1 year of age.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion."
1781	bottle22	Divine Cure	100	Bottle	Misc	P16	1	1	0	Black Potion	338	0	0	0	0	"Adds 100 hit points if at or below maximum and adds 1 year of age.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion."
1782	bottle22	Divine Magic	100	Bottle	Misc	P17	1	1	0	Black Potion	338	0	0	0	0	"Adds 100 spell points if at or below maximum and adds 1 year of age.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion."
1783	bottle22	Essence of Might	100	Bottle	Misc	P18	1	1	0	Black Potion	338	0	0	0	0	"Once only:  Adds 15 to Might and subtracts 5 from Intellect permanently.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion."
1784	bottle22	Essence of Intellect	100	Bottle	Misc	P19	1	1	0	Black Potion	338	0	0	0	0	"Once only:  Adds 15 to Intellect and subtracts 5 from Might permanently.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion."
1785	bottle22	Essence of Personality	100	Bottle	Misc	P20	1	1	0	Black Potion	338	0	0	0	0	"Once only:  Adds 15 to Personality and subtracts 5 from Speed permanently.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion."
1786	bottle22	Essence of Endurance	100	Bottle	Misc	P21	1	1	0	Black Potion	338	0	0	0	0	"Once only:  Adds 15 to Endurance and subtracts 1 from all other statistics permanently.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion."
1787	bottle22	Essence of Accuracy	100	Bottle	Misc	P22	1	1	0	Black Potion	338	0	0	0	0	"Once only:  Adds 15 to Accuracy and subtracts 5 from Luck permanently.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion."
1788	bottle22	Essence of Speed	100	Bottle	Misc	P23	1	1	0	Black Potion	338	0	0	0	0	"Once only:  Adds 15 to Speed and subtracts 5 from Personality permanently.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion."
1789	bottle22	Essence of Luck	100	Bottle	Misc	P24	1	1	0	Black Potion	338	0	0	0	0	"Once only:  Adds 15 to Luck and subtracts 5 from Accuracy permanently.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion."
1790	bottle22	Rejuvenation	100	Bottle	Misc	P25	1	1	0	Black Potion	338	0	0	0	0	"Removes all magical aging effects and subtracts 1 from all 7 primary statistics.  To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion."
1791	bottle30	Potion Bottle	5	Bottle	Misc	0	0	1	0	Potion Bottle	346	0	0	0	0	"To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion."
1792	bottle30	Potion Bottle	5	Bottle	Misc	0	0	1	0	Potion Bottle	346	0	0	0	0	"To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion."
1793	bottle30	Potion Bottle	5	Bottle	Misc	0	0	1	0	Potion Bottle	346	0	0	0	0	"To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion."
1794	bottle30	Potion Bottle	5	Bottle	Misc	0	0	1	0	Potion Bottle	346	0	0	0	0	"To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion."
1795	bottle30	Potion Bottle	5	Bottle	Misc	0	0	1	0	Potion Bottle	346	0	0	0	0	"To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion."
1796	bottle30	Potion Bottle	5	Bottle	Misc	0	0	1	0	Potion Bottle	346	0	0	0	0	"To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion."
1797	bottle30	Potion Bottle	5	Bottle	Misc	0	0	1	0	Potion Bottle	346	0	0	0	0	"To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion."
1798	bottle30	Potion Bottle	5	Bottle	Misc	0	0	1	0	Potion Bottle	346	0	0	0	0	"To drink, pick the potion up and right-click over a character's portrait.  To mix, pick the potion up and right-click over another potion."
1799	6coinsm	Gold	0	Gold	Misc	0	0	1	0	Gold	408	0	0	0	0	A small pile of gold coins.
1800	6coinmid	Gold	0	Gold	Misc	0	0	1	0	Gold	409	0	0	0	0	A pile of gold coins.
1801	6coinlg	Gold	0	Gold	Misc	0	0	1	0	Gold	410	0	0	0	0	A large pile of gold coins.
1802	scroll1	Torch Light	10	Sscroll	Misc	S1	1	2	1	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1803	scroll1	Fire Bolt	20	Sscroll	Misc	S2	1	2	1	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1804	scroll2	Fire Resistance	30	Sscroll	Misc	S3	1	2	2	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1805	scroll2	Fire Aura	40	Sscroll	Misc	S4	1	2	2	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1806	scroll3	Haste	50	Sscroll	Misc	S5	1	2	3	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1807	scroll3	Fireball	75	Sscroll	Misc	S6	1	2	3	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1808	scroll3	Fire Spike	100	Sscroll	Misc	S7	1	2	4	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1809	scroll4	Immolation	150	Sscroll	Misc	S8	1	2	4	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1810	scroll4	Meteor Shower	200	Sscroll	Misc	S9	1	2	5	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1811	scroll4	Inferno	300	Sscroll	Misc	S10	1	2	5	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1812	scroll4	Incinerate	500	Sscroll	Misc	S11	1	2	5	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1813	scroll1	Wizard Eye	10	Sscroll	Misc	S12	1	2	1	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1814	scroll1	Feather Fall	20	Sscroll	Misc	S13	1	2	1	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1815	scroll2	Air Resistance	30	Sscroll	Misc	S14	1	2	2	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1816	scroll2	Sparks	40	Sscroll	Misc	S15	1	2	2	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1817	scroll3	Feather Fall	50	Sscroll	Misc	S13	1	2	3	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1818	scroll3	Shield	75	Sscroll	Misc	S17	1	2	3	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1819	scroll3	Lightning Bolt	100	Sscroll	Misc	S18	1	2	4	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1820	scroll4	Invisibility	150	Sscroll	Misc	S19	1	2	4	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1821	scroll4	Implosion	200	Sscroll	Misc	S20	1	2	5	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1822	scroll4	Fly	300	Sscroll	Misc	S21	1	2	5	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1823	scroll4	Starburst	500	Sscroll	Misc	S22	1	2	5	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1824	scroll1	Awaken	10	Sscroll	Misc	S23	1	2	1	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1825	scroll1	Poison Spray	20	Sscroll	Misc	S24	1	2	1	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1826	scroll2	Water Resistance	30	Sscroll	Misc	S25	1	2	2	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1827	scroll2	Ice Bolt	40	Sscroll	Misc	S26	1	2	2	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1828	scroll3	Water Walk	50	Sscroll	Misc	S27	1	2	3	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1829	scroll3	Recharge Item	75	Sscroll	Misc	S28	1	2	3	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1830	scroll3	Acid Burst	100	Sscroll	Misc	S29	1	2	4	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1831	scroll4	Enchant Item	150	Sscroll	Misc	S30	1	2	4	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1832	scroll4	Town Portal	200	Sscroll	Misc	S31	1	2	5	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1833	scroll4	Ice Blast	300	Sscroll	Misc	S32	1	2	5	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1834	scroll4	Lloyd's Beacon	500	Sscroll	Misc	S33	1	2	5	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1835	scroll1	Stun	10	Sscroll	Misc	S34	1	2	1	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1836	scroll1	Slow	20	Sscroll	Misc	S35	1	2	1	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1837	scroll2	Earth Resistance	30	Sscroll	Misc	S36	1	2	2	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1838	scroll2	Deadly Swarm	40	Sscroll	Misc	S37	1	2	2	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1839	scroll3	Stone Skin	50	Sscroll	Misc	S38	1	2	3	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1840	scroll3	Blades	75	Sscroll	Misc	S39	1	2	3	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1841	scroll3	Stone to Flesh	100	Sscroll	Misc	S40	1	2	4	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1842	scroll4	Rock Blast	150	Sscroll	Misc	S41	1	2	4	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1843	scroll4	Telekinesis	200	Sscroll	Misc	S42	1	2	5	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1844	scroll4	Death Blossom	300	Sscroll	Misc	S43	1	2	5	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1845	scroll4	Mass Distortion	500	Sscroll	Misc	S44	1	2	5	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1846	scroll1	Detect Life	10	Sscroll	Misc	S45	1	2	1	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1847	scroll1	Bless	20	Sscroll	Misc	S46	1	2	1	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1848	scroll2	Fate	30	Sscroll	Misc	S47	1	2	2	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1849	scroll2	Turn Undead	40	Sscroll	Misc	S48	1	2	2	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1850	scroll3	Remove Curse	50	Sscroll	Misc	S49	1	2	3	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1851	scroll3	Preservation	75	Sscroll	Misc	S50	1	2	3	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1852	scroll3	Heroism	100	Sscroll	Misc	S51	1	2	4	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1853	scroll4	Spirit Lash	150	Sscroll	Misc	S52	1	2	4	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1854	scroll4	Raise Dead	200	Sscroll	Misc	S53	1	2	5	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1855	scroll4	Shared Life	300	Sscroll	Misc	S54	1	2	5	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1856	scroll4	Resurrection	500	Sscroll	Misc	S55	1	2	5	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1857	scroll1	Telepathy	10	Sscroll	Misc	S56	1	2	1	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1858	scroll1	Remove Fear	20	Sscroll	Misc	S57	1	2	1	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1859	scroll2	Mind Resistance	30	Sscroll	Misc	S58	1	2	2	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1860	scroll2	Mind Blast	40	Sscroll	Misc	S59	1	2	2	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1861	scroll3	Charm	50	Sscroll	Misc	S60	1	2	3	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1862	scroll3	Cure Paralysis	75	Sscroll	Misc	S61	1	2	3	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1863	scroll3	Berserk	100	Sscroll	Misc	S62	1	2	4	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1864	scroll4	Mass Fear	150	Sscroll	Misc	S63	1	2	4	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1865	scroll4	Cure Insanity	200	Sscroll	Misc	S64	1	2	5	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1866	scroll4	Psychic Shock	300	Sscroll	Misc	S65	1	2	5	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1867	scroll4	Enslave	500	Sscroll	Misc	S66	1	2	5	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1868	scroll1	Cure Weakness	10	Sscroll	Misc	S67	1	2	1	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1869	scroll1	Heal	20	Sscroll	Misc	S68	1	2	1	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1870	scroll2	Body Resistance	30	Sscroll	Misc	S69	1	2	2	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1871	scroll2	Harm	40	Sscroll	Misc	S70	1	2	2	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1872	scroll3	Regeneration	50	Sscroll	Misc	S71	1	2	3	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1873	scroll3	Cure Poison	75	Sscroll	Misc	S72	1	2	3	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1874	scroll3	Hammerhands	100	Sscroll	Misc	S73	1	2	4	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1875	scroll4	Cure Disease	150	Sscroll	Misc	S74	1	2	4	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1876	scroll4	Protection from Magic	200	Sscroll	Misc	S75	1	2	5	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1877	scroll4	Flying Fist	300	Sscroll	Misc	S76	1	2	5	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1878	scroll4	Power Cure	500	Sscroll	Misc	S77	1	2	5	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1879	scroll1	Light Bolt	100	Sscroll	Misc	S78	1	2	1	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1880	scroll1	Destroy Undead	150	Sscroll	Misc	S79	1	2	1	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1881	scroll2	Dispel Magic	200	Sscroll	Misc	S80	1	2	2	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1882	scroll2	Paralyze	250	Sscroll	Misc	S81	1	2	2	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1883	scroll3	Summon Wisp	300	Sscroll	Misc	S82	1	2	3	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1884	scroll3	Day of the Gods	350	Sscroll	Misc	S83	1	2	3	Spell Scroll	337	0	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
